label	text_a
0	中国人民解放军仪仗大队指导组组长杨成群介绍，中国仪仗队列的特点是？
0	云南省军区扫雷指挥部扫雷二队官兵在云南河口瑶族自治县桥头乡薄竹箐雷场徒步验收的完成标志着什么？
0	美军飞到克里米亚进行侦察的飞机是什么型号？
0	英国“海洋”号直升机母舰的排水量是多少吨？
0	法国军队采用的第一种双动式转轮手枪是哪款？
1	于1996年秋开始装备德国联邦国防军，取代了使用35年之久的G3步枪的型号，其采用的系统设计是什么？
0	世界上第一种隐身战轰和隐身超音速轰炸机是什么？
0	CS/LS2型冲锋枪的参数是多少？
0	信阳舰的标准排水量和满载排水量是多少吨？
0	“军事星”是由哪两个公司联合研制的？
0	苏-47战斗机限制过载是多少？
0	日本政府计划哪里部署海保最新型、也是吨位最大的敷岛级直升机巡逻船？
0	“36式2.36英寸火箭弹发射器”是根据哪个武器仿制的？
1	我国自行设计建造的第二代常规动力潜艇是中国首款采用什么外壳的潜艇？
0	俄罗斯空军将会在克里米亚地区的空军基地部署哪个型号的轰炸机？
1	目前空军装备的将和LY-80一起构成巴基斯坦新一代防空体系的系列和什么都属于较大型的中高空、中远程防空导弹系统，用于要地防空？
0	俄罗斯定于今年年底前建成的两处军事设施分别位于俄联邦专属经济区法兰士约瑟夫地群岛和新西伯利亚群岛，这一部署有什么作用？
0	美国2019财年对洪都拉斯、危地马拉和萨尔瓦多三国的援助总额有多少？
0	西弗吉尼亚号标准排水量多少吨？
0	世界上卫星数量最多的国家是哪个？
0	俄军的图160战机上装备了哪些类型的导弹？
0	针对美国和乌克兰主导的什么军演，俄军正在密切监控？
0	以两国建交40周年为契机，中方愿同葡方携手努力深化共建什么？
0	Kh-35UE空射型战术反舰导弹的射程是多少？
0	“菲亚特2000”坦克最高时速是多少？
0	俄罗斯战机在太平洋侵犯哪个国家的领空？
0	俄罗斯战机国家海空防卫在亚洲范围内位居第几位？
0	马克沁1910机枪，全枪重多少？
0	“加里波第”号（Garibaldi Aircraft carrier）航母最大航速多少节？
0	2003年3月，第一艘“可畏”号龙骨在哪国洛里昂造船厂安放，“可畏”级护卫舰舰使用6公斤炮弹，射程为多少公里？
1	捷克国防部1998年为空军订购了多少架捷克为了摆脱苏联风格而研发的战机？
0	红旗2防空导弹是哪个国家SA-2“方针”地空导弹的中国版本，80年代时，伊朗通过第三国，获得了红旗2防空导弹，有击落哪个飞机的记录？
0	利比亚国民军将会成为土耳其军队的什么目标？
1	和直9以及哈飞研制的直9W（网友俗称武直9）的亲戚预计将于2022年起取代韩国军队目前装备的哪两架直升机？
0	中国航母现阶段唯一可用的预警机叫什么？
1	中国仅次于东风-21D弹道导弹的反舰利器必然与什么配合使用？
0	VS-300的飞行速度是多少?
1	俄罗斯研制的高超音速战略导弹可搭载于22M3“逆火”超音速轰炸机和米格-31M超音速截击机，它的飞行速度达到了多少？
0	“密苏里”号长多少米？
0	“鱼鹰”于1999年开始装备美海军陆战突击队，在什么战场上首次参与作战任务？
1	伊尔-76运输机家族的最新改进型是哪种运输机的高度升级版本？
0	英国彗星中型炮塔各部位的装甲厚度是多少？
0	就目前来说，哪国空军保持了较大规模的战略轰炸机队？
0	阳炎级驱逐舰的标准排水量是多少吨？
1	1945年，无条件投降国家的凤翔号航母于哪年被拆解？
1	世界上第一型采用了AIP系统的常规潜艇的水上排水量是多少？
0	非盟和平与安全理事会向布隆迪派遣5000人的军队是为了防止什么？
0	非盟和平这支军队主要由什么构成？
0	中国哪两艘二手护卫舰在孟加拉服役？
0	由于中美关系的紧张，美军的哪个攻击舰停靠香港的申请遭到了拒绝？
1	首次实现了有人机与无人机在同一艘航空母舰上共同作业的无人机，其起飞重量为多少？
0	“石鱼”水雷储存时间是多久？
0	“石鱼”水雷储存时间的结构特点是什么？
0	“长门”号最高航速是多少节？
1	简称SPR的狙击步枪为什么不适合狙击手用？
1	首次参战即俘获法国“独立兽角号”巡航舰的英国战列舰，这艘战舰在哪个海战中击败了法国和西班牙海军联合组成的舰队呢？
0	波音公司指出，T-X有着怎样的优势？
0	2013年1月26中国哪款自主战略运输机首飞成功？
1	航母数量位居全世界第一的国家的第二艘以“好人理查德”命名的舰只是哪艘？
0	由土耳其韦斯特兰公司从A129武装直升机改进而来的且在叙利亚被肩扛式防空导弹打了下来的是哪款直升机？
0	木制手榴弹为什么适合山区作战？
0	美国在全球打压中国华为具有什么动机？
0	MG42 波波莎的有效射程为多少米？
0	在霹雳-15列装部队之前，我国空军战机的主力空空导弹主要是哪种型号的导弹？
0	哪两个地方遭遇了“喀秋莎”火箭弹的袭击？
0	22型导弹艇的所属国在海上面对国民党空中力量的威胁所制造的什么？
0	采用全铝合金半硬壳结构设计有什么优点？
0	6月12日美国总统特朗普长子出席的国会参议院情报委员会闭门听证会的重点是关于哪个项目的？
0	从2015年起，日本政府决定把什么列为航天政策的一个目标？
0	“赫斯基”小型自动化无人直升机主要用于什么？
0	中国“海疆卫士”：海军65型火炮护卫舰的前世是那艘护卫舰
0	“拳师号”总长是多少？
0	AIM-260空对空导弹是美国空军、陆军和海军与哪家公司合作研制的？
1	马铃薯专用锤最大投掷距离有多远？
0	与AK47在外貌上极其相似的步枪，其系列有哪些？
0	旋风级巡逻艇首艇的服役时间是什么时候？
0	目前有多少艘旋风级巡逻艇首艇级巡逻艇部署在巴林的美军基地？
0	出席十三届全国人大一次会议的解放军和武警部队代表团9日举行的第二次全体会议由谁主持？
0	什么事件导致了全球核军控体系坍塌？
1	射程在潜射洲际导弹当中排名第一的导弹拥有强大的什么技术能力？
0	“拳击手”轮式步兵战车战斗全重在多少吨之间？
0	风暴破坏者继承了SDB小直径炸弹小巧的体积和哪些方面质量？
0	博鳌亚洲论坛这个平台对菲律宾有何重要意义？
1	俄罗斯仿照世界上最受欢迎的特种作战攻击艇制造的快艇是哪款？
0	意大利“豪猪”155毫米轮式自行火炮全重多少？
1	在库尔斯克战役中，德国空军第一次使用了新式的对地攻击机，该机每次出动智能携带几枚PaK 40穿甲弹？
0	韩国海军第二艘独岛级两栖攻击舰叫什么名字？
0	巴方最先进的防空系统中国产“红旗-16”是以什么为基础进行研发的？
1	英国政府悖于先前承诺，仍在向其销售武器和军事装备的国家，其最近什么航母上的电子设备被窃？
1	3月17日表示，防卫省首次开始研发国产远程巡航导弹的国家安倍晋三在国会表示了什么？
0	2S38是一款什么系统？
1	皮卡丁尼兵工厂所在的国家特种部队已经使用的6.8毫米弹药筒是在哪一年发明的？
1	自行研制83式273毫米火箭炮的国家研制的炮兵第一款履带式自行炮是什么炮？
0	美国海军24日发表的声明中哪几艘舰艇抵达美国海军第五舰队的“责任区域”？
0	派拉蒙-掠夺者最高速度可以达到每小时多少公里？
0	派拉蒙-掠夺者最高速度可以派拉蒙掠夺者动力配置来自哪里？
0	ISIS到2019年2月为止拥有多少现金储备？
0	极端组织“伊斯兰国”投入游击战后主要活动在哪三省呢？
0	宜昌陆军预备役高炮旅由那个团扩编组建而成？
0	德国的毛瑟M1934式手枪的枪管长多少毫米？
0	“狂风”战斗轰炸机的机长是多少米？
0	SPAS 15的长度是多少？
0	现在世界最大的航母是哪艘？
0	“凉月”号导弹驱逐舰的标准排水量是多少？
0	当前国际上应用最为广泛的3大类水中武器分别是什么？
0	哪艘战斗机把米格设计局推上颠峰的？
0	中国作为研发155毫米榴弹炮型号最多、类型最丰富的国家之一在研制此炮初期坚持使用什么装药方式？
0	T-72保留了苏制坦克特有的低矮外形，装备多少毫米大口径坦克炮？
0	世界上十分有名的牵引轻型野战火炮产自哪里？
0	世界上十分有名射程为多少？
1	EC120B直升机的旋翼直径是多大？
0	p90这款枪的优点什么？
0	美国将派哪款航空母舰在朝鲜进行联合演习？
1	052C型防空驱逐舰的二号舰是国内比较先进的导弹驱逐舰，它装备了几个阵面的相控阵雷达和垂直导弹发射系统？
0	中国台海三军联合军演 中国“天网”在多少万公里高空，让全球20艘航母无处可藏 ？
0	雅克-141的最大起飞重量是多少？
0	对越反击战面对国际舆论大都不支持中国，我国做出怎么样的举措？
0	俄罗斯空天军将在克里米亚半岛的别利别克基地组建一支飞行中队，该中队将列装最新式的什么战斗机？
1	针对的侦察技术世界第一国家的“星球大战”计划苏联做了什么？
1	世界第二军事实力的国家如果不解决替换完成船体维修所需的PD-50浮船坞的问题，唯一的一艘什么航母不得不退役？
0	"布拉莫斯"反舰导弹的军事参数是多少？
0	长弓阿帕奇的最大航程是多少？
1	一定程度上弥补了我军15吨级直升机空白的飞机，在机身的外部两侧还增加2个巨大的副油箱这样的设计有什么好处？
0	五十年代初期东南沿海最大规模的作战中，共产党击落国民党几架飞机？
0	美国国防部决定弃用“战斧”巡航导弹，理由是什么？
0	歼16战机执行反舰任务的时候可以携带什么导弹？
0	V-280 Valor的额定巡航速度为多少？
0	FN“57”手枪的子弹采用什么型子弹？
1	外形与俄国的Kh-55相近，具有两个平直可后折的机翼的导弹，其突防速度是多少？
0	朝鲜劳动党七届三中全会宣布停止什么？
0	“喷火”首开纪录，击落两架德国什么型号轰炸机？
0	重机枪口径都是多少毫米以上？
0	以俄罗斯空军总司令亚历山大·泽林为主席的国家委员会召开了会议，通过了关于列装米-28Н型直升机并继续试验那个型号直升机的的决议？
1	美国世界上威力最大的手枪的先进设计有助于减少什么？
0	蝎子攻击机的最大荷载是多少千克？
0	福特号的标准排水量为多少万吨？
0	按照设计标准，福特号先进武器升降机旨在以每分钟45米的速度将多少吨的弹药运到飞行甲板上？
0	2010年，中日发生什么事件发生后，仙谷由人表示自己推行的是“柳腰外交”
0	明级潜艇的排水量是多少？
1	舷号为522的护卫舰改装什么近程防空导弹系统？
0	韩军的T-80U坦克最大行程是多少公里？
0	59式57毫米高射炮大多被装备于哪种单位？
0	59式57毫米高射炮大多重量达到了多少千克？
0	导航卫星发展前景非常广阔，美国已经建成了GPS系统，每年可带来多少钱以上的效益？
0	6月29日傍晚美军用什么型号轰炸机的攻击了平壤平城机场？
1	二战中最长的步枪射出子弹的初速是多少？
1	P15A型驱逐舰首舰满载排水量是多少？
0	80年代阿富汗战争中，美国提供给阿富汗武装派别当时最先进的哪种型号的便携式防空导弹来对抗苏军？
0	ＧＢＵ－28激光制导炸弹采用哪两种热寻的延迟引信？
1	FCM 2C被编入法国第几重型坦克营？
0	世界上最大最先进的单体穿浪船是哪艘？
0	韩国海警“机动战团”对中国渔船使用进行扫射？
1	研发出出伊尔-2攻击机的国家研制的可以和阿帕奇直升机并肩的武装直升机是？
1	狙击手克雷格·哈里森曾在距离2620米的地方打死了两名塔利班，他使用狙击步枪的瞄准镜是哪个公司成产的呢？
1	3月7日，中国海军东海舰队同时接收的3艘大型登陆舰，其吃水是多少？
1	世界最强十大坦克排名中，什么坦克位列在德国“豹2”以及美国M1A2坦克之后，超越了俄罗斯地面部队武器库中最先进的现役坦克？
1	中国济南舰、益阳舰与法海军舰在法国罗斯科夫以北海域举行联合演练，该法国军舰满载排水量近多少吨呢？
0	美海军第一艘装备高能激光武器的现役战舰是？
0	“朱姆沃尔特”其排水量达到多少吨？
0	F-35战机设计目的是？
0	台湾问题事关中国什么？
0	“台风”级战略核潜艇水下航速是多少？
0	RPM制导火箭弹的重量是多少千克？
1	俄军1959年开始服役的主战坦克配备了哪些主要武器？
0	轰6K相关参数？
0	目前世界上分辨率最高的军用光学遥感卫星是？
1	2019年7月11日，围绕南千岛群岛主权归属问题没少和日本闹矛盾的国家的哪艘舰船进入到“微风-2019”的演习区域内？
1	越南战争时期，韩国为执行指挥控制、兵力及货物运输等任务引进的飞机在台湾共生产了多少架？
0	俄罗斯为了控制波罗的海有什么行动？
1	向越南出口猎豹级护卫舰的国家最新列装的“奥列霍沃-祖耶沃”号的排水量是多少？
1	“鱼叉”反舰导弹的所属国共计采购了13艘，其首舰于1993年正式服役的巡逻舰是哪艘？
0	近日，也门胡赛武装公开的新型武器有哪些？
0	FARA83式5.56mm突击步枪用于哪里？
1	二战时期，被舰船史研究者认为是“史上最优驱逐舰”在哪些方面起到了非常重要的作用？
0	1999年9月15日，第几届联大总务委员会讨论所谓“台湾入联案”？
1	创下世界唯一参与过二次世界大战仍在役纪录的潜艇水下排水量为多少？
1	直-8的法国原版直升机，其主减速器是由哪个公司提供的呢？
1	中国第17批赴黎巴嫩战备核查也应当同当地哪些组织保持密切联系？
1	美军在日本广岛上空投放的原子弹炸量相当于多少吨TNT？
1	1973年，哪个公司应海军陆战队的要求开始研制三发的美军目前现役最大的重型直升机？
0	轰－6K轰炸机，是中国自主研发的中远程轰炸机，它具有哪些特点？
0	ZB-47冲锋枪容弹量是多少？
1	2007年KS-1A导弹被正式命名后的导弹使用的是什么雷达？
0	解放军针对“台独”分子量身定制的一次演习是在哪？
0	台军装备的美制M114型155毫米榴弹炮，该炮于哪一年研发？
0	奥利高度评价了尼中两国关系，他表示，尼方将继续坚持一个中国政策，在尼泊尔领土内会禁止哪种行为？
0	阳炎级的吃水深度是多少米？
0	运9运输机载重量是多少吨？
1	目前引进的数量最多的苏罗通ST-5机关炮20毫米机关炮的国家军队打造了由什么组成的中低空防御体系，搭配中远程导弹系统，已经达到与美俄相当的作战能力水平？
1	与巴西陆军签订一份采购RBS 70超近程防空导弹系统订单的国家目前生产了约多少套RBS-70便携式防空导弹系统发射装置？
0	T-80坦克与T-72和T-64在技术水平有什么改进？
0	鹰击-62型反舰导弹的射程为多少？
0	鹰击-62型反舰导弹有哪些特点？
0	2002年6月29日，哪号警备艇向上级部队第8战队报告“SI(特殊情报)15字”？
0	俄罗斯总统弗拉基米尔·普京与土耳其总统雷杰普·塔伊普·埃尔多安9月17日会晤后宣布在哪里设立非军事区？
0	食人鱼的最大航行速度是多少？
1	世界最先进的空军运输机是由谁为美国空军研制的？
1	中国自行研制也是新中国第一款微声手枪采用有效射程为多少？
0	自动射击SR9狙击步枪，它的口径是多少mm？
0	俄罗斯的苏27战机寿命只有多少小时？
0	“昭披耶”级护卫舰是上世纪80年代中国沪东造船厂制造的一款基于什么改进型的近海护卫舰？
0	 “昭披耶”级导弹护卫舰的在役数量为几艘？
0	福临镇中心小学被重新命名为什么？
1	光荣级巡洋舰的归属国拥有的世界上唯一排水量超过2万8千吨的巡洋舰是什么？
0	苏联列装的最后一款主战坦克也是第一辆安装燃气涡轮发动机的苏制主战坦克，该型坦克的最高时速是多少？
0	且苏联型坦克的最新型号是什么？
0	UIZ乌兹冲锋枪在枪托折叠的情况下的总长度是多少？
0	西昌卫星发射中心用哪个型号的乙运载火箭成功将通信技术试验卫星一号送入太空？
1	英国最大战舰标准排水量是多少吨？
0	伊-400型潜艇的水下排水量是多少？
0	瑞士“巨人”军刀重多少千克？
0	加里波第号轻巡洋舰的满载排水量是多少？
0	在改装之前，“俄亥俄”级核潜艇有24个垂直导弹发射井，可发射24枚“三叉戟II”型潜射弹道导弹，之后其中的22个垂直发射井替换为什么巡航导弹发射井，其余靠近甲板室的2个发射井装备有设闸室？
1	高级指挥官没有深入前线查明情况，山本深受刺激，于是决定到南太平洋美国在“中途岛海战“，为了夺回所罗门群岛，它就看中的一个岛上做什么？
0	美军的A-10雷电攻击机的攻击对象有哪些？
0	F4U“海盗”战斗机，该机于哪一年首飞？
0	西班牙“阿斯特拉300”型手枪有哪两种口径？
0	经过将近一个多月的跨海区实弹演习中国辽宁舰由艘训练舰拥有什么能力的航母？
0	我国最先进的迫击炮是什么型号？
0	MKVI巡逻艇的主要武器是什么？
0	米格-15战斗机由苏联米高扬-格列维奇飞机设计局设计的，北约给予的绰号是什么？
0	东风-5B采用了什么形式的战斗部？
0	东风-5B战斗部载荷为多少？
0	米格-35D双发双座型号最大航程是多少？
1	巴基斯坦是该国唯一的同盟国，而该国第一艘航母叫什么呢？
0	代号为“微风”的轻型护卫舰的正常排水量约为多少吨？
0	图-22M最大起飞重量为多少吨？
0	图-22M最大可以搭载几枚超音速导弹？
0	1155型“无畏”级大型反潜舰有哪几艘?
1	我国在60年代研制的第一代自动步枪于哪一年装备部队？
0	佤联军为什么要在4月17日举行阅兵式？
0	小鹰级早期两舰的的标准排水量是多少？
0	Me-262战斗机的最大飞行速度是多少？
0	轰-6K可搭载多少枚核弹头战略、巡航导弹？
0	轰-6K可搭载枚核弹头战略、巡航导弹 解放军空军开发轰-6k的意图是什么？
0	63型107毫米多管火箭炮的最大射程是多少公里？
0	SRM M1216的子弹最高能达到每分钟多少发？
0	被称为“邓小平对苏共新领导发动的一次‘葬礼外交‘是谁的葬礼？
1	世界上最大的核潜艇的的水下最大航速是多少？
1	E-3“望楼”空中预警机的所属国空军预警机上成功安装什么系统？
0	“佐勒菲卡尔”-3的升级主要体现在哪？
0	俄罗斯的“台风”级弹道导弹核潜艇的水下排水量是多少吨？
1	俄罗斯研发的Yu-71“战略高超声速助推-滑翔飞行器”曾用了哪些导弹进行了测试？
0	中印当前面临的共同任务是什么？
0	我国60式122毫米加农炮是仿制的哪一款？
0	今年5月胡锦涛主席将对日本进行正式访问，这次访问的目的是？
0	CS/LM6型重机枪标准配置的弹箱容弹量是多少？
1	由巴基斯坦海军与中国船舶工业贸易公司在2005年4月签署的护卫舰项目，其舰长是多少？
1	我国第一种射程在600公里的巡航导弹在速度和装药方面还要强于印度的哪个导弹？
0	“麻雀III”的射程是多少？
0	3月24日上午哈萨克斯坦国际一体化基金会西安代表处翻译萨娜一行7人来哪里实地考察？
1	美国空军载弹量最大的轰炸机装备了哪款发动机？
1	日本新一代区域防空驱逐舰是以“保罗·伊格内修斯”号所属国的哪种舰艇为模板设计的？
1	日本海上自卫队最大级别的直升机母舰的排水量是多少？
0	“阿拉吉”号上安装的水泵有什么作用?
1	2000年，获中国国家科技进步奖一等奖的战斗机于哪年装备部队？
1	抗战时期，日军主要使用的重机枪，该枪全长多少毫米？
0	无畏级反潜舰排水量是多少吨？
0	中国人民解放军海军正式装备的第一型驱逐舰是哪一级？
0	第二次世界大战其间美国海军俘获的唯一一艘德国潜艇是什么?
0	大力神2号导弹从地下发射井内点火升空的发射方式有什么作用
0	P-8“海神”反潜巡逻机的航程是多远？
0	AH-1原型机有什么作用
0	美国海军建造并投入使用的最后一级战列舰是哪个级别？
0	1986年初美国弗罗比斯公司在五角大楼提出招标后获胜的刺刀被命名为？
1	世界上第一种无托突击型小口径步枪的射击方式有哪三种？
0	在装备新型“物理学家-2”通用深水鱼雷之后，俄罗斯的哪两级核潜艇将能在任何潜深攻击敌方舰艇并在被对方发现之前将其摧毁？
0	俄罗斯“轰鸣”火箭主要承担什么任务？
0	我国的第一艘航母是哪个？
0	直-9C型舰载直升机因为体型限制，只装备了几枚轻型鱼雷？
0	乌干达共和国总统办公室首席秘书Sylvia Owori一行来访山东哪个大学？
0	按照国际标准，远程轰炸机的航程需要不低于多少？
0	YC-130原型机是什么时候首飞的？l
1	海军舰艇总吨位世界第一的海军现役舰艇总排水量是多少？
1	目前全球最强大的反坦克导弹，其首批已列装到俄罗斯哪支部队呢？
0	德里级驱逐舰满载排水量是多少吨？
0	为什么春潮级潜艇可以有效降低艇内向外发出的噪音降低被敌方声呐发现的概率？
0	直-18和AC-313的原型是哪款飞机呢？
0	“海拉姆”系统一般装备了多少枚导弹？
1	与DF26洲际弹道导弹相媲美的印度导弹，与中国哪款导弹颇为相似？
0	“马克斯皇帝”级木壳铁甲舰“欧根亲王”号（1862） 的排水量是多少？
0	M1A2T主战坦克装备的主力炮弹是啥？
0	AS-12核动力深潜器的人员编制为几人？
0	中国人民解放军陆军现主要由哪些专业部队组成？
0	美国阿富汗和解事务特别代表哈利勒扎德(Zalmay Khalilzad)近期与塔利班代表举行多轮谈判的目的是什么？
1	作为我国打破２００吨级的第一架飞机，它未来有可能被打造成什么机型？
0	哪种型号的航母是中国第一代弹射起飞航母？
1	美军陆航的第一种双引擎战斗机是什么时候开始服役的？
1	美国空军运输部队装备的最灵活的运输机的最大运载能力是多少？
1	在2018年11月举行的的珠海航展上首次公开弹仓的战斗机配装了什么型号的发动机？
0	第一次世界大战期间唯一服役于美国海军的现代化轻型巡洋舰是什么？
0	FH-77B的射速是多少？
0	谁是有史以来火力最强的炮艇机？
1	被美国评价为全球第一种具有移动能力的陆基导弹最大射程是多少？
0	M1014霰弹枪原来的名字是贝内利M4，这款霰弹枪发射的是多大口径的霰弹？
0	美国海军接受了伊-400号潜艇的投降后，伊-400号被拖至哪里自沉？
0	4月23日冲撞中国大阪总领事馆事件的是什么人？
0	“顿河”超重型火箭的载重量有多大？
1	在美国正式参加第一次世界大战前，从柯尔特和春田兵工厂购买了约多少把二战时美国陆军装备的制式手枪？
0	18岁的邓华参加 了由朱德、陈毅领导的什么起义，开始了军旅生涯？
0	26型护卫舰的满载排水量为多少吨？
0	79冲锋枪采用什么枪弹？
0	英国皇家海军建造的铁公爵级战列舰主炮口径达到了多少？
0	印度自己研发的“大地”导弹射程为多少？
0	香港和美国曾在1996年签订了什么协议？
1	国内自主研发的首款万吨大型驱逐舰它的满载排水量是多少吨？
0	美国S&W M10转轮手枪，前身为1899年的什么？
0	美国海军陆战队有多少架KC-130J加油机？
0	美国海军陆战队款加油机是使用哪款运输机作为平台改装的？
1	被称为“萨加里卡”导弹最大直径是多少？
0	苏-34战斗轰炸机在什么时候进入俄罗斯空军服役？
0	苏-34和什么型飞机一样保留了独特的前置鸭翼布局？
0	被称为“改进得最好的落后飞机”是？
0	中俄“海上联合-2019”中俄双方共有多少艘水面舰艇参演？
1	诺尔”反舰导弹的蓝本是研制054A型护卫舰的国家1980年代设计开发的哪种导弹？
0	美国政府为何对伊朗施行新一轮制裁？
0	哪个战车是中国唯一可以空投的步兵战车？
0	台湾自行设计、制造、试飞的第一型喷气式飞机是？
0	1970年3月，在西哈努克出访期间谁发动政变解除了他国家元首的职位？
1	北约的领头国家，其在太平洋战场上用潜艇击沉了日本的几艘航母？
0	95-1式步枪的有效射程是多少？
1	在F/A-18C大黄蜂战斗机基础上大改而来的战斗机机高为多少米？
0	2019年7月2日下午国家药品监督管理局局长焦红会见了由铃木康裕率领的药品医疗器械代表团，双方就哪些议题进行了交流？
0	“天安舰”事故调查原因确认的关键证据是什么？
0	哪一种型号的反舰导弹开创了反舰导弹击沉军舰的先例？
0	日本在几年新建了航空自卫队？
0	“云雀”III直升机是由哪个公司研制的？
0	PT-91M型主战坦克装备了什么猎枪
1	美国欲不顾俄罗斯态度强行将该国纳入北约，该国的政治立场是什么呢？
1	美国海军陆战队用以替换M249轻型机枪的步枪，该枪气动系统的设计和技术都是由哪款枪改进而成呢？
1	全球最大的气垫船一次可以向海滩投送多少人？
1	俄国制造的第一款无火药枪支一次装几发子弹？
0	俄罗斯国防部18日在官方公布什么战机在黑海和波罗的海俄边境地区拦截美军B-52H轰炸机？
0	俄罗斯国防部18日B-52H可携带什么武器？
0	美国政府宣布认定那个组织为恐怖组织？
0	歼-8H/F战斗机的标准空战重量是多少吨？
1	全球最差的突击步枪的枪管长度是多少？
1	世界上最贵的狙击步枪空枪重达多少千克？
1	在“民兵-2”的基础上研制出的导弹可以携带多少千克的弹头？
1	于1981年设计定型，在1983年开始大量生产并且装备全军，采用56式7.62mm枪弹的步枪为提高这种步枪的准确性做了哪些改进？
0	S-500系统配置的3型导弹中，77N6-N导弹主要担负什么任务？
0	中日两国之间最高形式的法律文件是哪项条约？
1	海湾战争死亡公路的参与直升机在旋翼桨中采用了什么设计？
0	“美洲狮”无人机航程多少公里？
0	宣布组建太空军的国家完成首飞的同温层发射载机主要用于什么？
0	406毫米炮弹全重多少Kg？
0	955型由哪个设计局研发？
0	在955型基础上改装形成了什么型核潜艇？
0	新加坡陆军装备了哪些出名的装备？
0	M203榴弹发射器有哪些特点？
0	德国的哪款发射器弹药装填方式和M203榴弹发射器相反？
0	貘”级坦克登陆舰最大航速多少？
0	055驱逐舰的满载排水量是多少？
1	在“杰里科”系列弹道导弹中的中距导弹型号的重量是多少？
0	美军到目前为止服役最长的航母是什么？
0	康斯伯格公司在西方多数国家几乎停止发展反舰导弹之际，全力致力于开发什么导弹？
0	“道尔-M2”使用的什么型号的导弹采用单室双推力火箭发动机？
0	“飞豹”战斗机的最大起飞重量是多少？
0	“飞豹”战斗机的研制雏形源于哪场战役？
0	15日新西兰当地华人媒体中华电视网主办的什么活动在奥克兰隆重举行？
0	萨姆-2防空导弹是苏联上个世纪五十年代所研制的第一代中、高空全天候防空导弹，其动力装置是什么？
1	日本建造的第一种通用驱逐舰也是日本1977年第4次防卫力量整备计划的产物，初次尝试设计上存在着哪些缺陷？
0	阿巴伊级轻型护卫舰的标准排水量是多少？
1	1937年在英王戴冠阅舰时受邀国海军的第一个出场的战列舰的满载排水量是多少？
0	1962年的对印自卫反击战中，我军当时使用的53式7.62毫米重机枪在射击超过多少发之后就需要快速更换枪管？
0	2017年2月13日朝鲜成功发射一枚什么型号的远程战略弹道导弹？
0	一架进入伊朗领空的美制RQ-4“全球鹰”无人机在霍尔木兹海峡附近被谁击落？
